,content,score
0,不会再在京东买东西了,1
1,好的东西，好的东西，好的东西，好的东西，,1
2,买的三米的线。给我发来的最多1.8,1
3,快递未经本人同意，私自代签！送货左推右推，从上午托到晚上，京东购物体验很糟糕,1
4,售后是问题，京东售后好霸道,1
5,东西还行   价格波动很大,1
6,看都没看到就被偷走了,1
7,我买的三米的线：只有二米：,1
8,京东客服什么时候回复上次的投诉？？,1
9,呵呵，买来这个盒子就已经这样了,1
10,今天去超市看到了这款，比超市还贵！,1
11,京东自营不可信啊。。。。。。。。。。。。。。。。,1
12,能打0星就更好了,1
13,赠送的理线器没收到,1
14,二次包装的东西,1
15,很烂的服务态度,1
16,买一送一 价格公道,1
17,没使用呢，等使用了再来评价,1
18,公牛的客服就是**来搞笑的，，，，,1
19,就这么大个吹风机,1
20,好、滚滚滚滚滚滚滚,1
21,嗯，12.1买完下午降低了十块钱&hellip;&hellip;,1
22,忘记开纸质发票,1
23,质量上乘，很满意。,1
24,给了个被拆开包装的,1
25,售前与兽后，这么多年第一次被坑,1
26,收到货了！拆过封的二次销售商品！,1
27,1.8米从哪里计算的？,1
28,几天前才买58  现在49！,1
29,质量很好没的说,1
30,比老款又轻又薄。,1
31,本来产品挺好的，但是强制要买礼品卡才可以购买。。,1
32,我也是醉了高高兴兴买来率先被扎了几下,1
33,特价买的，电脑线插不了。。。。。。。,1
34,京东自营东西一般,1
35,用了之后家里一直跳闸 不能用,1
36,京东速度还是一如既往的快，还是会来买的,1
37,包装就是这样的，快递过来的外包装是好的。,1
38,声称3米，实测比2米的床长一点点,1
39,三挿座好用！双挿座根本挿不入！,1
40,才一天你降10决    还我10决钱,1
41,服务真***差,1
42,一摇里面有东西在响，但目前可正常使用,1
43,jd现在物流是蜗牛嘛,1
44,希望是正品吧，,1
45,外观挺好，插排里面碎了是什么鬼。。。,1
46,用的心累、没超过功率还有火花，吓死个人,1
47,经济实惠，信赖品牌！,1
48,之前货到了也没看、今天准备用尽然是坏的、我这心啊,1
49,公牛的质量还是可以的，但是给我送了一个二手的！,1
50,包装都拆了，还好能用,1
51,一般般,1
52,快递瞎几把放,1
53,大品牌 价格贵 质量好,1
54,用过的给我，次品&hellip;,1
55,二手的查询,1
56,一,1
57,使用过的商品,1
58,一般,1
59,用着还可以,1
60,还行,1
61,假货，,1
62,还可以,1
63,可以！刚买了就减20，行！,1
64,好,1
65,还可以吧，一般般用着,1
66,插板,1
67,还可以,1
68,***,1
69,一星，话不多说，,1
70,未收到货,1
71,就是不会跳,1
72,对京东失望,1
73,完全没有用,1
74,东西挺好的 但是买了一个大功功率的没法用 还不让退,1
75,插座口好松。,1
76,地摊货质量,1
77,二手排插，明显被用过。,1
78,不错呢,1
79,这个显牌我信得过有实力，我就用公牛产品。它和中粮产品一样过硬，产品好我们永远想信它们。,1
80,公牛包装非常有用意  随便套个袋儿 弄个盒子凑一块，安能辨它是新旧？,1
81,未收到货,1
82,线有1.8米。我才1.78。还不够我高。你家的什么尺子,1
83,10月17日下单，10月24日才送到，中途把货物送到其他城市去了，打了三次客服，送了点京豆了事，京东物流真是赞??????,1
84,产品用还可以，拆来发现有些黑点，真是&hellip;&hellip;,1
85,之前一直不太喜欢这个牌子，早期一些产品做的也烂，自从飞利浦沦陷后，实在没得选，有宝后淘汰更新家里所有不安全插线板,1
86,哟，常来看看。多支持，认准正品购买！放心使用！排插我只认准公牛！,1
87,"非常好的无线插排，质量信得过，快递小哥很好,一律给五星，下次近来！",1
88,一般般吧！！！！！！,1
89,京东的速度还是值得称赞的。可是快递员态度愈发恶劣了，客户好声好气笑脸相迎，快递员倒翻白眼掉脸子，不愿送货上门还有理了啊？,1
90,十号收到的，十七号看到降了十块，保价失败，不开心，所以给一星，东西感觉还是不错的,1
91,快递很快，值得表扬。还没有，不好评价质量。京东做得不地道的是同一个活动，不同的价格，买了以后第二天就降价，诚信缺失。,1
92,还可以，跟以前买的公牛产品偷工减料很好，一是变的很轻二是内部结构非常简单。便宜没好货，真是。,1
93,好吧。 买到别人退货的了。    急用。不能换。 所以&hellip;&hellip;。  一颗星。,1
94,打底裤10块处理18728403862,1
95,公牛产品不得不说是中国的骄傲，质量都是很过关的，防触电设计也是很好的。只不过京东自营还是有些不放心，更喜欢旗舰店。,1
