,content,score
0,物美价廉的商品和服务质量好,3
1,四九买的，物美价廉的商品和服务,3
2,偷税漏税没有发票，东西还不错。,3
3,物流人员送错了，送到隔壁邻居家了！,3
4,做工精细相信质量也很好,3
5,第二次购买了，质量非常不错,3
6,价格还可以，免运费就好！,3
7,满意，挺不错的，赞赞赞??????,3
8,东西还不错，价格不算太优惠。,3
9,还可以，真是飞利浦的产品吗,3
10,物美价廉，信赖京东,3
11,还不错，以后还会看,3
12,新国标，新包装，挺结实的,3
13,快递小哥服务点赞,3
14,不错不错，值得大家多多够买支持,3
15,买来宿舍用的，感觉还行,3
16,飞利浦的东西还是蛮好的，质量好,3
17,排插不错，物流快。,3
18,包装就一个袋子，担心商品损坏。,3
19,质感没有公牛的好,3
20,还行，物美价廉，送货速度快。,3
21,还行吧。不错已经在用了,3
22,非常方便的插排,3
23,比图片大很多。  价格到不贵。,3
24,已经在用，很好，快递也快,3
25,还没来得及使用，应该还不错吧,3
26,不错，看看以后效果怎么样,3
27,感觉还行，插头分开开关比较好,3
28,我家就缺插座，很实用配送快 但是包装很简陋,3
29,看起来不错，不知道到底是不是正品,3
30,还可以吧，一次买了3个！包装真心无语,3
31,导边很是锋利，做工挺一般的。,3
32,还没有试用它，大品牌应该是可以的吧,3
33,好用，性价比高，做工也还可以。,3
34,送货速度哦，看着还不错，好。,3
35,物流还好，这种插板是比较适合南方,3
36,大品牌，希望耐用，安全实用，价格偏贵！,3
37,东西还是可以用途大方便质量还算过的去,3
38,还可以，比超市稍贵，懒得跑超市了,3
39,物流够快，产品外包装都是水，估计淋雨了,3
40,还可以，给公司买的，凑合着用用,3
41,看上去不错，挺好的，还行哈,3
42,东西收货很快，但同款的老款马上降价到***真的不好。,3
43,飞利浦的东西真的挺好的，这个设计我比较喜欢,3
44,还没有用，买来备用的。比超市便宜很多。,3
45,飞利浦的东西还是不错的，但是个人感觉品牌溢价比较严重，,3
46,物流还可以的，看上去不错，还没开始用,3
47,包装简陋，还有破损，但商品本身还不错,3
48,价格贵，质量是一分钱一分货的质量，主要服务态度好。,3
49,还行。。感觉服务不错。就是不知道东西好不好用,3
50,东西很重很大气，有分量，大牌子应该可以,3
51,第二个了，性价比超好。嗯，确实物超所值，就是价格变动贼大！,3
52,品质不错，价格稍贵。,3
53,好大呀。可是间距还不够。下回还是买一排的好。,3
54,大品牌，希望耐用，安全实用，价格偏贵！,3
55,质量很好，线买短了。,3
56,用着不错,3
57,东西不错,3
58,廉价感满满,3
59,用起挺顺手的,3
60,还可以,3
61,质量非常好,3
62,好评!用上了！多谢晒了!,3
63,"还不错

可以",3
64,活动时买了三个，挺好的，价格实惠。期待质量可靠！,3
65,东西还行，给三星是因为给商品介绍时给人误导，线和面板加起来1.8米,3
66,东西不错?，赞?！！！！！！,3
67,飞利浦品质，你值得拥有，想支持国货公牛，无奈公牛没有活动啊啊,3
68,还可以，使用中,3
69,使用感觉还好-_-||只是上下两端总是会白边，修补液也上了好几次了，都这样,3
70,很棒，很好用,3
71,不错,3
72,非常好。。。。。。等鞥看你,3
73,买过飞利浦的插座，坏得快，但是活动优惠，还是又买了,3
74,不错，价格实惠。,3
75,"虽然不错, 但是插座比较松, 插头插上去会松",3
76,一分钱一分货，挂飞利浦的牌也一样，砸牌子的质量飞利浦也敢贴。,3
77,一分价钱一分货，确实不如公牛的做工好，用料也很一般,3
78,冲着线够长买的，用着还行，质量问题多用下再评论,3
79,好浅，跟公牛比真的做工差不少，3个7折，便宜了30多块,3
80,看上去还不错 等使用了再来评价 应该还行 毕竟京东的,3
81,留着备用，相信比杂牌品质有保证，不会蹦火星，不会用用就坏了.,3
82,设计的非常不科学 插头距离开关太近了！！！！！快递小哥很好,3
83,老产品，质量不错，价格略贵，考虑到常时耐用，算是可以。,3
84,便宜，塑料味比较大，如果是用大功率电器，还是买更好的吧。,3
85,还好  还行   可以的  不错的   嗯 支持  支持  支持,3
86,哈可以，就这，，，，，，样啦哈可以，就这样啦哈可以，就这样啦,3
87,包装是很高大上的，但之前买了的那个用了一次就坏，这个换新的，希望好用，保持谨慎态度。,3
88,还可以,3
89,京东的物流确实比较好，插板质感还不错，第一次用这个牌子，以前都用公牛的。,3
90,外观质感不错，这种耐用品品质只有长时间感受了，大品牌可能放心些,3
91,不错,3
92,这款间距太小了！推荐大家买八位的那款！质量还可以，就看耐不耐用吧,3
93,拆开看了看，老实说，真的挺一般的，去数码之家看过其他牌子的拆解，感觉这个飞利浦挺虚高的,3
94,东西不错，好用好吃，上京东就是方便，好好用,3
95,价格实惠。感觉用料不错，没有拆开看，快递两点就到配送站，一直没给送，联系客服说给联系然后就没下文了,3
